Seleção,Grupo,Camisa1,Nº,Nome,Posição_Copa,FC26_ID,FC26_Nome,FC26_Posição,FC26_PosAlternativas,Overall,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,SprintSpeed,Finishing,ShotPower,LongShots,Volleys,Penalties,Positioning,ShortPassing,LongPassing,Curve,FKAccuracy,Crossing,Vision,Dribbling,BallControl,Agility,Balance,Reactions,Composure,Interceptions,DefensiveAwareness,StandingTackle,SlidingTackle,HeadingAccuracy,Aggression,Jumping,Stamina,Strength,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,PlayStyles,PlayStylesPlus,SkillMoves,WeakFoot,PreferredFoot
South Africa,A,Ronwen Williams,8,Tshepang Moremi,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ecuador,E,Hernán Galíndez,11,Kevin Rodríguez,FWD,272569,Kevin Rodríguez,ST,"CAM,CM",67,79,65,54,68,25,67,77,81,65,70,64,61,52,66,58,52,53,41,55,53,69,67,73,65,65,63,34,20,15,17,62,43,80,67,75,15,9,11,7,,"Gamechanger,Trickster",,4,3,1
South Africa,A,Ronwen Williams,10,Relebohile Mofokeng,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,A,Ronwen Williams,11,Themba Zwane,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,A,Ronwen Williams,12,Thapelo Maseko,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,A,Ronwen Williams,15,Iqraam Rayners,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Africa,A,Ronwen Williams,17,Evidence Makgopa,FWD,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,A,Kim Seung-gyu,1,Kim Seung-gyu,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australia,D,Mathew Ryan,18,Patrick Beach,GK,267599,Patrick Beach,GK,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,62,64,62,71,,,1,2,2
New Zealand,G,Max Crocombe,1,Max Crocombe,GK,206566,Max Crocombe,GK,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,65,62,64,65,"Long Ball Pass,Footwork,Cross Claimer",,1,2,1
South Korea,A,Kim Seung-gyu,2,Lee Han-beom,DEF,261062,Lee Han Beom,CB,,69,55,29,51,58,69,71,53,56,31,30,19,24,38,33,66,63,28,24,26,53,56,64,49,63,62,56,66,70,69,67,70,67,74,58,78,7,14,5,6,,"Precision Header,Block,Anticipate,Aerial Fortress",,2,3,1
South Korea,A,Kim Seung-gyu,3,Lee Ki-hyuk,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,A,Kim Seung-gyu,4,Kim Min-jae,DEF,237086,Kim Min Jae,CB,,82,73,33,58,63,83,84,73,73,23,51,37,24,30,48,76,64,36,23,35,57,57,67,65,65,81,66,88,80,84,81,80,86,82,79,85,13,7,11,14,,"Long Ball Pass,Block,Intercept,Slide Tackle,Aerial Fortress",,2,3,1
South Korea,A,Kim Seung-gyu,5,Kim Tae-hyeon,DEF,243672,Kim Tae Hyun,LB,"RB,CB,RM",67,72,48,60,65,61,67,74,70,47,47,53,46,44,56,62,57,49,50,69,56,64,63,76,76,65,47,65,62,63,59,47,53,65,79,67,9,14,8,10,,,,2,3,1
South Korea,A,Kim Seung-gyu,13,Lee Tae-seok,DEF,261063,Lee Tae Seok,LB,LM,69,79,40,60,68,62,71,80,78,32,44,51,40,35,57,61,53,61,57,69,53,64,66,86,84,67,60,66,66,63,62,37,61,64,84,70,13,8,8,8,,"Tiki Taka,Whipped Pass",,3,3,2
South Korea,A,Kim Seung-gyu,14,Cho Wi-je,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,A,Kim Seung-gyu,15,Kim Moon-hwan,DEF,244800,Kim Moon Hwan,RB,,69,83,53,60,69,62,68,85,81,51,57,57,43,45,62,62,57,63,58,62,55,65,67,87,83,66,62,63,65,62,59,49,63,68,87,60,8,8,8,7,,"Whipped Pass,Jockey,Relentless",,3,3,1
South Korea,A,Kim Seung-gyu,16,Park Jin-seob,DEF,243673,Park Jin Seob,CB,"CDM,CM",71,70,54,60,62,69,84,68,72,47,66,59,45,49,57,65,70,42,43,48,62,59,66,62,56,67,56,68,71,69,62,72,70,87,82,90,8,10,6,5,,"Long Ball Pass,Anticipate,Aerial Fortress,Bruiser",,2,3,1
South Korea,A,Kim Seung-gyu,22,Seol Young-woo,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South Korea,A,Kim Seung-gyu,23,Jens Castrop,DEF,264194,Jens Castrop,CM,CAM,70,80,54,67,74,62,69,79,80,57,54,51,49,40,63,73,69,63,54,57,69,72,73,88,79,71,60,66,59,65,67,49,86,64,79,57,11,14,14,8,,Rapid,,3,3,1
South Korea,A,Kim Seung-gyu,6,Hwang In-beom,MID,228010,Hwang In Beom,CM,"CDM,CAM",77,62,70,76,77,63,65,64,61,67,78,76,59,42,72,80,78,74,75,65,78,76,76,80,83,78,77,68,64,65,52,56,59,63,86,58,7,12,11,9,,"Pinged Pass,Inventive,Press Proven",,4,5,1
South Korea,A,Kim Seung-gyu,8,Paik Seung-ho,MID,237424,Paik Seung Ho,CDM,CM,72,67,67,70,73,66,75,72,63,63,74,72,65,68,65,73,71,66,72,61,72,73,72,77,81,69,70,68,67,68,63,53,63,71,89,73,5,12,6,15,,"Tiki Taka,Press Proven",,3,5,1
New Zealand,G,Max Crocombe,20,Callum McCowatt,FWD,243666,Callum McCowatt,CAM,"LW,RW,CM",67,76,67,65,67,52,67,75,76,67,71,67,58,60,64,67,64,65,63,63,67,67,68,69,68,65,64,55,45,55,51,57,72,70,73,62,7,10,5,10,,"Finesse Shot,Power Shot",,3,3,1
South Korea,A,Kim Seung-gyu,20,Yang Hyun-jun,MID,260397,Yang Hyun Jun,RW,"LW,RM",71,82,64,69,74,39,69,80,83,63,73,60,60,62,63,71,62,72,59,69,71,74,71,87,79,73,62,30,39,37,44,59,74,73,77,63,6,9,12,15,,Technical,,4,4,1
South Korea,A,Kim Seung-gyu,24,Kim Jin-gyu,MID,227659,Kim Jin Kyu,CM,"CDM,ST,CB",71,70,67,67,72,50,69,68,71,69,73,66,45,54,69,73,72,57,72,50,71,71,72,81,71,70,67,56,44,59,37,43,52,60,83,70,13,6,15,8,,"Incisive Pass,Long Ball Pass,Tiki Taka,Inventive",,3,3,1
Germany,E,Manuel Neuer,25,Assan Ouédraogo,MID,276602,Assan Ouédraogo,CAM,CM,69,76,56,60,76,45,67,76,76,55,58,56,49,55,64,67,64,53,46,42,67,78,74,83,77,64,63,46,41,46,41,60,49,80,57,77,8,10,6,11,,"Inventive,Technical",,4,3,1
South Korea,A,Kim Seung-gyu,7,Son Heung-min,FWD,200104,Heung Min Son,LW,"ST,LM",85,84,84,81,83,42,73,85,83,84,88,81,83,75,85,83,72,87,74,81,83,84,85,79,74,85,86,39,45,34,33,72,62,82,87,69,11,13,13,6,,"Low Driven Shot,Gamechanger,Whipped Pass,First Touch",Finesse Shot+,4,5,1
Scotland,C,Angus Gunn,9,Lyndon Dykes,FWD,247279,Lyndon Dykes,ST,"CAM,CM",68,66,67,52,64,29,82,64,67,68,71,60,65,74,68,62,55,47,39,34,54,62,67,62,68,67,64,18,24,27,23,76,81,88,79,84,10,5,9,11,,Enforcer,,2,3,1
Australia,D,Mathew Ryan,9,Mohamed Touré,FWD,255767,Mohamed Touré,ST,CAM,68,86,65,57,67,33,72,85,86,68,67,59,56,60,66,60,51,57,53,56,56,65,66,80,68,66,65,27,29,32,30,62,65,87,54,83,11,5,8,10,,"Rapid,Enforcer",,4,3,1
South Korea,A,Kim Seung-gyu,17,Bae Jun-ho,FWD,266774,Bae Jun Ho,LM,"CAM,LW",71,74,61,69,73,36,55,75,74,61,63,60,56,54,67,71,66,64,62,67,72,73,72,80,82,69,69,25,34,41,43,38,54,51,72,48,8,6,8,7,,Technical,,3,4,1
Japan,F,Zion Suzuki,19,Koki Ogawa,FWD,232829,Koki Ogawa,ST,,68,51,69,57,65,29,67,50,51,70,72,64,67,60,74,63,48,58,40,49,63,64,67,67,56,68,72,12,25,32,19,74,55,66,68,72,9,10,14,9,,"Precision Header,Acrobatic",,2,4,1
South Korea,A,Kim Seung-gyu,19,Lee Kang-in,FWD,243780,Lee Kang In,RW,"CM,RM",79,72,75,80,82,50,64,75,69,75,79,73,75,70,78,80,79,82,77,81,80,82,82,86,87,76,81,53,45,51,42,65,72,70,73,56,11,12,12,8,,"Dead Ball,Whipped Pass,Inventive,Technical",,4,3,2
South Korea,A,Kim Seung-gyu,25,Eom Ji-sung,FWD,260492,Eom Ji Sung,LM,"LW,RM",71,85,64,63,73,36,65,82,87,63,64,67,56,61,69,64,55,64,63,64,68,74,69,89,78,70,61,33,38,37,30,34,59,61,79,60,13,6,12,14,,"Finesse Shot,Rapid,Quick Step",,3,3,1
Scotland,C,Angus Gunn,12,Liam Kelly,GK,225203,Liam Kelly,GK,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,66,67,66,69,"Long Ball Pass,Far Throw,Footwork,Cross Claimer",,1,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,12,Mladen Jurkas,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bosnia and Herzegovina,B,Nikola Vasilj,22,Martin Zlomislic,GK,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bosnia and Herzegovina,B,Nikola Vasilj,2,Nihad Mujakic,DEF,251168,Nihad Mujakić,CB,,67,70,28,42,47,66,77,64,75,23,45,25,24,28,24,53,55,23,25,30,35,35,53,59,53,69,62,66,67,66,63,66,78,77,73,79,8,14,8,13,,"Block,Anticipate",,2,3,2
Bosnia and Herzegovina,B,Nikola Vasilj,3,Dennis Hadzikadunic,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bosnia and Herzegovina,B,Nikola Vasilj,4,Tarik Muharemovic,DEF,262027,Tarik Muharemović,CB,,70,59,23,47,56,73,67,54,63,17,40,18,18,25,26,61,58,29,26,34,37,52,60,53,60,70,59,73,74,74,72,66,73,66,65,65,11,10,14,6,,Block,,2,3,2
Bosnia and Herzegovina,B,Nikola Vasilj,5,Sead Kolasinac,DEF,207993,Sead Kolašinac,CB,,79,61,63,68,69,79,82,54,67,60,75,58,55,54,69,74,63,61,42,73,65,67,74,57,58,79,72,78,80,81,78,76,84,81,78,83,15,9,16,7,,"Jockey,Anticipate",,2,2,2
Bosnia and Herzegovina,B,Nikola Vasilj,7,Amar Dedic,DEF,257345,Amar Dedić,RB,"LB,RM",73,83,58,68,74,66,74,83,83,56,67,57,59,44,64,68,69,63,61,74,64,76,73,78,74,64,72,66,62,72,70,56,68,76,88,69,11,6,9,14,,Technical,,3,4,1
Bosnia and Herzegovina,B,Nikola Vasilj,18,Nikola Katic,DEF,244204,Nikola Katić,CB,,69,51,35,45,53,68,79,44,56,27,50,43,26,33,33,60,54,27,26,29,35,54,58,33,39,64,65,65,68,68,67,72,77,77,69,85,9,7,12,14,,"Precision Header,Anticipate,Slide Tackle,Aerial Fortress",,2,2,1
Bosnia and Herzegovina,B,Nikola Vasilj,21,Stjepan Radeljic,DEF,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bosnia and Herzegovina,B,Nikola Vasilj,24,Nidal Celik,DEF,77056,Nidal Čelik,CB,,64,60,35,49,50,62,71,52,67,32,44,31,30,42,38,55,51,43,30,44,48,46,54,47,45,61,57,62,60,65,60,63,67,73,52,81,6,12,8,14,,,,2,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,6,Benjamin Tahirovic,MID,272596,Benjamin Tahirović,CDM,CM,67,51,50,62,66,62,71,51,51,45,66,49,34,56,50,70,69,41,41,55,62,66,71,58,49,62,64,60,58,68,67,54,70,62,72,71,9,11,8,8,,,,2,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,8,Armin Gigovic,MID,251617,Armin Gigović,CM,CAM,72,65,61,70,74,60,74,69,61,58,64,66,58,54,67,76,68,65,65,60,74,75,75,78,69,69,69,63,57,63,57,59,65,72,80,74,5,9,7,14,,Press Proven,,3,4,1
Bosnia and Herzegovina,B,Nikola Vasilj,13,Ivan Basic,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bosnia and Herzegovina,B,Nikola Vasilj,14,Ivan Sunjic,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bosnia and Herzegovina,B,Nikola Vasilj,16,Amir Hadziahmetovic,MID,233053,Amir Hadžiahmetović,CDM,CM,73,65,60,73,72,70,73,66,64,52,72,67,50,55,69,74,76,74,70,72,71,72,73,68,70,68,73,72,71,71,69,63,71,65,80,71,7,15,7,14,,,,2,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,17,Dzenis Burnic,MID,228082,Dženis Burnić,CM,"RM,CAM,RW",68,76,58,66,71,62,67,75,76,54,66,58,57,55,57,70,67,54,39,64,68,69,71,77,74,69,66,67,63,63,62,49,63,65,77,64,10,11,10,9,,,,3,3,2
Bosnia and Herzegovina,B,Nikola Vasilj,26,Ermin Mahmic,MID,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
New Zealand,G,Max Crocombe,17,Kosta Barbarouses,FWD,182091,Kosta Barbarouses,ST,CAM,68,78,69,58,69,40,77,79,77,72,70,66,62,60,71,57,51,68,48,56,66,70,60,82,80,70,67,45,28,44,38,56,73,77,88,73,8,11,12,13,,"Low Driven Shot,Rapid",,3,3,1
Panama,L,Luis Mejía,17,José Fajardo,FWD,243545,José Fajardo,ST,"RW,RM",68,69,68,58,68,33,68,66,71,73,63,64,64,68,69,65,58,60,44,57,52,69,69,66,67,62,62,26,35,25,22,71,60,79,65,72,9,14,14,7,,,,2,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,9,Samed Bazdar,FWD,72360,Samed Baždar,ST,"CAM,CM",69,70,66,70,74,40,63,69,70,63,68,72,54,56,73,72,72,65,48,66,78,77,77,67,68,60,62,26,42,43,30,67,40,73,65,70,5,10,12,12,,Press Proven,,3,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,15,Amar Memic,FWD,76602,Amar Memić,RM,"LM,RW",72,81,69,68,73,48,61,84,78,70,69,69,59,60,74,68,67,65,58,71,68,72,73,82,76,65,68,49,43,48,46,62,53,76,64,61,10,6,7,14,,,,3,3,1
Bosnia and Herzegovina,B,Nikola Vasilj,19,Kerim Alajbegovic,FWD,75533,Kerim Alajbegović,LM,"CAM,LW",61,70,58,55,64,36,53,69,70,61,58,55,55,50,56,57,52,53,45,54,59,64,61,74,81,54,50,25,34,41,37,45,50,52,60,50,8,10,8,14,,,,3,4,1
Bosnia and Herzegovina,B,Nikola Vasilj,20,Esmir Bajraktarevic,FWD,269823,Esmir Bajraktarević,RW,RM,67,77,54,65,76,40,59,79,76,54,61,52,42,51,58,68,67,60,54,51,75,78,73,84,77,56,70,41,39,40,39,41,49,60,65,59,15,13,5,5,,Technical,,4,2,2
Ghana,L,Lawrence Ati-Zigi,10,Brandon Thomas-Asante,FWD,235744,Brandon Thomas-Asante,ST,,69,83,67,59,69,34,76,84,83,66,70,69,64,56,70,63,49,55,49,60,60,67,66,84,83,67,63,41,31,27,23,63,71,84,77,76,11,9,6,15,,Gamechanger,,3,4,1
South Korea,A,Kim Seung-gyu,9,Cho Gue-sung,FWD,247686,Cho Gue Sung,ST,,70,75,69,52,66,30,77,73,77,71,70,63,65,67,70,61,42,58,44,42,53,64,67,76,56,70,58,23,30,23,20,70,68,82,76,80,13,9,10,11,,"Power Shot,Precision Header,Aerial Fortress",,3,5,1
Scotland,C,Angus Gunn,21,Craig Gordon,GK,53110,Craig Gordon,GK,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,66,63,66,68,"Far Throw,Footwork",,1,3,2
Austria,J,Alexander Schlager,12,Florian Wiegele,GK,72937,Florian Wiegele,GK,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,64,63,65,66,Cross Claimer,,1,3,2
DR Congo,K,Lionel Mpasi,1,Lionel Mpasi,GK,223150,Lionel Mpasi,GK,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,66,66,66,65,"Far Throw,Deflector",,1,3,1
Canada,B,Dayne St. Clair,2,Alistair Johnston,DEF,256107,Alistair Johnston,RB,RM,78,82,59,73,72,73,80,76,86,57,68,53,46,60,74,77,75,69,37,74,75,67,76,76,76,77,78,67,75,76,76,66,85,80,85,76,8,9,14,11,,"Jockey,Anticipate,Relentless,Bruiser",,2,3,1
Canada,B,Dayne St. Clair,3,Alfie Jones,DEF,236315,Alfie Jones,CB,,71,64,40,59,59,71,77,63,65,37,49,38,37,44,45,70,67,49,36,42,59,56,64,52,61,68,68,70,71,72,70,71,75,72,78,78,8,10,12,10,,"Long Ball Pass,Intercept",,2,3,1
Canada,B,Dayne St. Clair,4,Luc De Fougerolles,DEF,279008,Luc De Fougerolles,CB,"RB,LB",58,64,32,44,48,60,58,65,63,27,46,27,33,44,29,56,49,28,33,33,37,45,46,57,64,56,51,58,61,60,58,59,52,62,63,57,6,12,5,8,,,,2,4,1
Canada,B,Dayne St. Clair,5,Joel Waterman,DEF,255956,Joel Waterman,CB,RB,68,43,42,58,50,68,74,34,50,45,59,17,22,64,45,71,73,28,24,39,60,49,58,32,32,69,54,70,70,68,62,61,73,65,68,78,6,7,10,11,,Long Ball Pass,,2,2,1
Canada,B,Dayne St. Clair,13,Derek Cornelius,DEF,243009,Derek Cornelius,CB,,74,67,45,55,57,71,85,61,71,27,76,57,47,32,44,67,63,46,56,34,52,52,61,61,52,70,65,73,69,71,66,78,90,88,70,91,13,10,13,7,,,,2,2,2
Canada,B,Dayne St. Clair,15,Moïse Bombito,DEF,274536,Moïse Bombito,CB,,76,93,49,58,65,75,76,92,93,55,50,42,22,32,59,70,59,43,29,51,55,65,69,54,48,69,74,70,74,79,74,77,75,88,64,81,7,5,5,9,,Block,,2,3,1
Canada,B,Dayne St. Clair,19,Alphonso Davies,DEF,234396,Alphonso Davies,LB,LM,84,94,66,78,85,74,76,95,93,64,74,63,59,54,77,84,71,72,44,85,77,85,85,84,83,86,78,79,72,74,73,74,72,95,79,75,11,11,6,5,,"Rapid,Quick Step",,4,3,2
Canada,B,Dayne St. Clair,22,Richie Laryea,DEF,232081,Richie Laryea,RM,"RB,LM",72,81,61,65,74,64,71,79,83,60,70,57,38,57,70,69,62,58,49,65,64,76,71,80,69,66,75,63,65,68,64,51,74,70,81,65,8,8,9,12,,"Block,Rapid,Long Throw",,4,4,1
Canada,B,Dayne St. Clair,23,Niko Sigur,DEF,275238,Niko Sigur,RB,"CDM,RW,RM",70,71,61,68,73,62,68,69,72,54,74,72,49,50,55,74,71,58,54,63,68,72,72,75,72,75,75,66,60,62,69,48,82,58,81,56,15,10,10,7,,Slide Tackle,,2,3,1
Canada,B,Dayne St. Clair,6,Mathieu Choinière,MID,244680,Mathieu Choinière,CM,"LM,LW",67,60,58,66,66,62,59,68,54,58,60,54,60,59,67,68,67,64,58,64,68,66,66,60,71,66,72,62,64,69,60,32,35,53,74,62,14,11,7,13,,Technical,,3,4,1
Canada,B,Dayne St. Clair,7,Stephen Eustáquio,MID,242380,Stephen Eustáquio,CDM,"CM,CB",77,66,67,76,73,73,74,67,65,64,72,69,58,65,68,78,77,74,66,72,77,71,77,72,73,75,76,75,74,75,72,56,78,76,79,70,6,5,13,7,,"Jockey,Press Proven,Bruiser",,2,3,1
Canada,B,Dayne St. Clair,8,Ismaël Koné,MID,264207,Ismaël Koné,CM,,72,78,63,68,71,64,69,74,81,59,71,73,46,44,68,74,72,72,48,56,71,72,73,69,52,73,74,67,65,66,58,52,62,69,75,69,7,7,13,9,,,,3,4,1
Canada,B,Dayne St. Clair,14,Jacob Shaffelburg,MID,251352,Jacob Shaffelburg,LM,"RM,LB,LW",67,91,63,60,65,52,63,91,91,62,75,60,54,49,64,61,54,60,42,68,58,65,62,80,64,54,55,47,54,56,45,46,62,70,69,60,11,9,7,9,,"Whipped Pass,Rapid",,3,2,2
Canada,B,Dayne St. Clair,21,Jonathan Osorio,MID,213439,Jonathan Osorio,CM,"CAM,CDM",71,50,67,70,72,61,65,53,48,66,74,66,63,50,71,78,70,65,65,56,71,72,71,76,75,70,76,63,61,64,53,55,58,60,78,61,8,11,7,15,,Technical,,3,5,1
Canada,B,Dayne St. Clair,25,Nathan-Dylan Saliba,MID,260398,Nathan-Dylan Saliba,CM,"CAM,CDM",68,67,61,67,74,58,64,72,63,59,69,64,31,63,59,74,69,65,60,58,66,73,73,80,79,64,73,53,60,64,50,53,59,65,77,60,13,14,10,7,,,,2,5,1
Canada,B,Dayne St. Clair,12,Tani Oluwaseyi,FWD,271108,Tani Oluwaseyi,ST,,70,85,71,54,66,31,67,82,88,73,73,68,52,73,70,65,44,41,48,38,61,64,66,74,64,63,63,23,27,29,26,73,62,84,62,69,7,13,11,8,,,,3,4,1
Switzerland,B,Gregor Kobel,26,Cedric Itten,FWD,233139,Cedric Itten,ST,,70,68,71,61,66,36,79,68,68,68,80,73,67,68,69,62,59,50,51,62,63,65,67,64,63,70,70,29,28,35,36,74,73,85,72,84,9,9,9,7,,"Precision Header,Enforcer",,3,3,1
Canada,B,Dayne St. Clair,11,Liam Millar,FWD,240925,Liam Millar,LM,LW,72,85,66,66,75,52,59,86,85,66,70,66,59,56,69,68,59,69,56,67,68,76,73,84,79,63,65,53,49,54,51,55,55,69,72,54,14,9,13,7,,"Inventive,Rapid",,4,3,1
Ecuador,E,Hernán Galíndez,9,John Yeboah,FWD,242755,John Yeboah,ST,CAM,70,92,66,62,75,26,57,91,92,69,66,65,61,48,71,68,61,54,46,58,60,75,72,92,88,70,58,19,24,23,20,61,40,73,79,52,7,9,12,13,,Gamechanger,,3,3,2
